welcome to bug territory, enjoy your stay new
Player 1 : Player 2 : Total     272 : 644 : 916        moving average 500:   28.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     272 : 645 : 917        moving average 500:   28.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     272 : 646 : 918        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     273 : 646 : 919        moving average 500:   28.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     273 : 647 : 920        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     273 : 648 : 921        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     273 : 649 : 922        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     274 : 649 : 923        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     275 : 649 : 924        moving average 500:   28.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     275 : 650 : 925        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     275 : 651 : 926        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     275 : 652 : 927        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     275 : 653 : 928        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     275 : 654 : 929        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     275 : 655 : 930        moving average 500:   28.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     275 : 656 : 931        moving average 500:   28.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     275 : 657 : 932        moving average 500:   28.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     275 : 658 : 933        moving average 500:   27.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     276 : 658 : 934        moving average 500:   27.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     277 : 658 : 935        moving average 500:   28.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     277 : 659 : 936        moving average 500:   27.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     278 : 659 : 937        moving average 500:   28.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     278 : 660 : 938        moving average 500:   27.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     278 : 661 : 939        moving average 500:   27.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     278 : 662 : 940        moving average 500:   27.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     278 : 663 : 941        moving average 500:   27.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     279 : 663 : 942        moving average 500:   27.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     279 : 664 : 943        moving average 500:   27.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     279 : 665 : 944        moving average 500:   27.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     280 : 665 : 945        moving average 500:   28.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     280 : 666 : 946        moving average 500:   28.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     280 : 667 : 947        moving average 500:   27.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     280 : 668 : 948        moving average 500:   27.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     280 : 669 : 949        moving average 500:   27.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     280 : 670 : 950        moving average 500:   27.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     280 : 671 : 951        moving average 500:   27.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     280 : 672 : 952        moving average 500:   27.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     280 : 673 : 953        moving average 500:   27.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     280 : 674 : 954        moving average 500:   27.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     280 : 675 : 955        moving average 500:   27.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     280 : 676 : 956        moving average 500:   27.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     280 : 677 : 957        moving average 500:   27.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     280 : 678 : 958        moving average 500:   27.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     280 : 679 : 959        moving average 500:   27.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     280 : 680 : 960        moving average 500:   27.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     280 : 681 : 961        moving average 500:   27.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     280 : 682 : 962        moving average 500:   26.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     280 : 683 : 963        moving average 500:   26.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     280 : 684 : 964        moving average 500:   26.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     280 : 685 : 965        moving average 500:   26.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     281 : 685 : 966        moving average 500:   26.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     281 : 686 : 967        moving average 500:   26.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     281 : 687 : 968        moving average 500:   26.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     281 : 688 : 969        moving average 500:   26.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     281 : 689 : 970        moving average 500:   26.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     282 : 689 : 971        moving average 500:   26.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     283 : 689 : 972        moving average 500:   26.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     283 : 690 : 973        moving average 500:   26.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     284 : 690 : 974        moving average 500:   26.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     284 : 691 : 975        moving average 500:   26.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     284 : 692 : 976        moving average 500:   26.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     285 : 692 : 977        moving average 500:   26.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     286 : 692 : 978        moving average 500:   26.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     286 : 693 : 979        moving average 500:   26.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     286 : 694 : 980        moving average 500:   26.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     286 : 695 : 981        moving average 500:   26.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     286 : 696 : 982        moving average 500:   26.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     287 : 696 : 983        moving average 500:   26.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     287 : 697 : 984        moving average 500:   26.8% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     288 : 697 : 985        moving average 500:   27.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     288 : 698 : 986        moving average 500:   27.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     288 : 699 : 987        moving average 500:   27.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     288 : 700 : 988        moving average 500:   27.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     288 : 701 : 989        moving average 500:   27.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     288 : 702 : 990        moving average 500:   27.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     288 : 703 : 991        moving average 500:   27.0% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     289 : 703 : 992        moving average 500:   27.2% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     290 : 703 : 993        moving average 500:   27.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     290 : 704 : 994        moving average 500:   27.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     290 : 705 : 995        moving average 500:   27.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     291 : 705 : 996        moving average 500:   27.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     291 : 706 : 997        moving average 500:   27.6% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     291 : 707 : 998        moving average 500:   27.4% (max - stddev = 29.20%), std-dev of this is ~2%
Player 1 : Player 2 : Total     291 : 708 : 999        moving average 500:   27.4% (max - stddev = 29.20%), std-dev of this is ~2%
